onset	duration	sub-id	TR	run	trial_name	trial_type	cond_beh	cond_out	description
0	30	sub-32	0	1	baseline	0	0	0	0
30	180	sub-32	16	1	3A	3	good	negative	Belle’s daughter gets very sick. 
210	30	sub-32	106	1	baseline	0	0	0	0
240	180	sub-32	121	1	2B	2	bad	negative	Chelsea’s terrible car accident. 
420	30	sub-32	211	1	baseline	0	0	0	0
450	180	sub-32	226	1	4A	4	bad	positive	Sami’s good luck. 
630	30	sub-32	316	1	baseline	0	0	0	0
660	180	sub-32	331	1	5C	5	random 	random	Becky – Random scenes
840	30	sub-32	421	1	baseline	0	0	0	0
870	180	sub-32	436	1	1A	1	good	positive	Belle’s daughter has survived. 
1050	30	sub-32	526	1	baseline	0	0	0	0
