onset	duration	sub-id	TR	run	trial_name	trial_type	cond_beh	cond_out	description
0	30	sub-13	0	1	baseline	0	0	0	0
30	180	sub-13	16	1	1A	1	good	positive	Belle’s daughter has survived. 
210	30	sub-13	106	1	baseline	0	0	0	0
240	180	sub-13	121	1	4A	4	bad	positive	Sami’s good luck. 
420	30	sub-13	211	1	baseline	0	0	0	0
450	180	sub-13	226	1	5C	5	random 	random	Becky – Random scenes
630	30	sub-13	316	1	baseline	0	0	0	0
660	180	sub-13	331	1	3B	3	good	negative	John looses Marlena to Alex 
840	30	sub-13	421	1	baseline	0	0	0	0
870	180	sub-13	436	1	2B	2	bad	negative	Chelsea’s terrible car accident. 
1050	30	sub-13	526	1	baseline	0	0	0	0
