onset	duration	sub-id	TR	run	trial_name	trial_type	cond_beh	cond_out	description
0	30	sub-09	0	3	baseline	0	0	0	0
30	180	sub-09	16	3	2B	2	bad	negative	Chelsea’s terrible car accident. 
210	30	sub-09	106	3	baseline	0	0	0	0
240	180	sub-09	121	3	1C	1	good	positive	Shawn proposed to Mimi. 
420	30	sub-09	211	3	baseline	0	0	0	0
450	180	sub-09	226	3	5B	5	random 	random	Max – Random scenes
630	30	sub-09	316	3	baseline	0	0	0	0
660	180	sub-09	331	3	4A	4	bad	positive	Sami’s good luck. 
840	30	sub-09	421	3	baseline	0	0	0	0
870	180	sub-09	436	3	3A	3	good	negative	Belle’s daughter gets very sick. 
1050	30	sub-09	526	3	baseline	0	0	0	0
